,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,type,num_changes_in_pred,comp_mode
325,16458964,8,oht - ocular hypertension,ocular hypertension,,2,,8,2,,,,,,DISEASE,,value_change
326,16458964,8,timolol product,timolol,,3,,21,3,,,,,,CHEMICAL,,value_change
327,16458964,8,pilocarpine product,pilocarpine,False,4,0.0,39,4,,,,,,CHEMICAL,0.0,value_change
328,16458964,9,,,False,,,,,,,,,,,,
329,16458964,10,latanoprost product,latanoprost,,1,,7,1,,,,,,CHEMICAL,,value_change
330,16458964,10,latanoprost product,latanoprost,False,2,0.0,17,2,,,,,,CHEMICAL,0.0,value_change
331,16458964,11,,,False,,,,,,,,,,,,
332,16458964,13,latanoprost product,latanoprost,,1,,10,1,,,,,,CHEMICAL,,value_change
333,16458964,13,latanoprost product,latanoprost,,2,,21,2,,,,,,CHEMICAL,,value_change
334,16458964,13,timolol product,timolol,False,3,0.0,28,3,,,,,,CHEMICAL,0.0,value_change
335,16458964,16,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,value_change
336,16458964,16,latanoprost product,latanoprost,,2,,13,2,,,,,,CHEMICAL,,value_change
337,16458964,16,timolol product,timolol,,3,,20,3,,,,,,CHEMICAL,,value_change
338,16458964,16,timolol product,timolol,,4,,29,4,,,,,,CHEMICAL,,value_change
339,16458964,16,unspecified glaucoma,glaucoma,,5,,43,5,,,,,,DISEASE,,value_change
340,16458964,16,oht - ocular hypertension,ocular hypertension,False,6,0.3127351701259613,49,6,,,,,,DISEASE,0.0,value_change
341,16458964,17,,,False,,,,,,,,,,,,
342,16458964,14,timolol product,timolol,,1,,17,1,,,,,,CHEMICAL,,value_change
343,16458964,14,latanoprost product,latanoprost,,2,,67,2,,,,,,CHEMICAL,,value_change
344,16458964,14,latanoprost product,latanoprost,,3,,106,3,,,,,,CHEMICAL,,value_change
345,16458964,14,timolol product,timolol,,4,,113,4,,,,,,CHEMICAL,,value_change
346,16458964,14,latanoprost product,latanoprost,,5,,155,5,,,,,,CHEMICAL,,value_change
347,16458964,14,latanoprost product,latanoprost,,6,,196,6,,,,,,CHEMICAL,,value_change
348,16458964,14,timolol product,timolol,True,7,0.2590180039405823,203,7,,,,,,CHEMICAL,1.0,value_change
349,16458964,15,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,value_change
350,16458964,15,latanoprost product,latanoprost,,2,,16,2,,,,,,CHEMICAL,,value_change
351,16458964,15,timolol product,timolol,False,3,6.464502075687051e-05,23,3,,,,,,CHEMICAL,0.0,value_change
352,12485286,0,,,False,,,,,,,,,,,,
353,12485286,1,,,False,,,,,,,,,,,,
354,12485286,2,latanoprost product,latanoprost,,1,,11,1,,,,,,CHEMICAL,,value_change
355,12485286,2,product containing dorzolamide,dorzolamide,,2,,27,2,,,,,,CHEMICAL,,value_change
356,12485286,2,timolol product,timolol,False,3,0.0032462861854583025,36,3,,,,,,CHEMICAL,0.0,value_change
357,12485286,3,latanoprost product,latanoprost,False,1,5.714020153391175e-05,18,1,,,,,,CHEMICAL,0,value_change
358,12485286,4,,,False,,,,,,,,,,,,
359,12485286,5,latanoprost product,latanoprost,,1,,27,1,,,,,,CHEMICAL,,value_change
360,12485286,5,product containing dorzolamide,dorzolamide,,2,,43,2,,,,,,CHEMICAL,,value_change
361,12485286,5,timolol product,timolol,False,3,0.016954107210040092,52,3,,,,,,CHEMICAL,0.0,value_change
362,12485286,6,timolol product,timolol,,1,,14,1,,,,,,CHEMICAL,,value_change
363,12485286,6,latanoprost product,latanoprost,,2,,25,2,,,,,,CHEMICAL,,value_change
364,12485286,6,product containing dorzolamide,dorzolamide,,3,,38,3,,,,,,CHEMICAL,,value_change
365,12485286,6,timolol product,timolol,False,4,0.0029599731788039207,45,4,,,,,,CHEMICAL,0.0,value_change
366,12485286,7,,,False,,,,,,,,,,,,
367,12485286,8,latanoprost product,latanoprost,,1,,50,1,,,,,,CHEMICAL,,value_change
368,12485286,8,product containing dorzolamide,dorzolamide,,2,,77,2,,,,,,CHEMICAL,,value_change
369,12485286,8,timolol product,timolol,False,3,0.0019041751511394978,84,3,,,,,,CHEMICAL,0.0,value_change
370,12485286,9,,,False,,,,,,,,,,,,
371,12485286,10,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,value_change
372,12485286,10,product containing dorzolamide,dorzolamide,,2,,26,2,,,,,,CHEMICAL,,value_change
373,12485286,10,timolol product,timolol,,3,,33,3,,,,,,CHEMICAL,,value_change
374,12485286,10,timolol product,timolol,False,4,0.0,48,4,,,,,,CHEMICAL,0.0,value_change
375,12485286,11,,,False,,,,,,,,,,,,
376,11167277,0,,,False,,,,,,,,,,,,
377,11167277,1,,,False,,,,,,,,,,,,
378,11167277,2,latanoprost product,latanoprost,,1,,0,1,,,,,,CHEMICAL,,value_change
379,11167277,2,timolol product,timolol,,2,,10,2,,,,,,CHEMICAL,,value_change
380,11167277,2,product containing dorzolamide,dorzolamide,False,3,0.0011138831032440066,15,3,,,,,,CHEMICAL,0.0,value_change
381,11167277,3,,,False,,,,,,,,,,,,
382,11167277,4,,,False,,,,,,,,,,,,
383,11167277,5,latanoprost product,latanoprost,,1,,12,1,,,,,,CHEMICAL,,value_change
384,11167277,5,timolol product,timolol,,2,,19,2,,,,,,CHEMICAL,,value_change
385,11167277,5,product containing dorzolamide,dorzolamide,False,3,0.0016239543911069632,24,3,,,,,,CHEMICAL,0.0,value_change
386,11167277,6,latanoprost product,latanoprost,,1,,20,1,,,,,,CHEMICAL,,value_change
387,11167277,6,timolol product,timolol,,2,,31,2,,,,,,CHEMICAL,,value_change
388,11167277,6,product containing dorzolamide,dorzolamide,False,3,0.001179949613288045,36,3,,,,,,CHEMICAL,0.0,value_change
389,11167277,7,,,False,,,,,,,,,,,,
390,11167277,8,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,value_change
391,11167277,8,timolol product,timolol,,2,,26,2,,,,,,CHEMICAL,,value_change
392,11167277,8,product containing dorzolamide,dorzolamide,False,3,0.000296620128210634,31,3,,,,,,CHEMICAL,0.0,value_change
393,11167277,9,,,False,,,,,,,,,,,,
394,11167277,10,latanoprost product,latanoprost,,1,,15,1,,,,,,CHEMICAL,,value_change
395,11167277,10,timolol product,timolol,,2,,48,2,,,,,,CHEMICAL,,value_change
396,11167277,10,product containing dorzolamide,dorzolamide,False,3,1.0934383681160398e-05,53,3,,,,,,CHEMICAL,0.0,value_change
397,11167277,11,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,value_change
398,11167277,11,timolol product,timolol,,2,,22,2,,,,,,CHEMICAL,,value_change
399,11167277,11,product containing dorzolamide,dorzolamide,False,3,1.9271496967121493e-06,27,3,,,,,,CHEMICAL,0.0,value_change
400,11167277,12,,,False,,,,,,,,,,,,
401,18327364,0,,,False,,,,,,,,,,,,
402,18327364,1,,,False,,,,,,,,,,,,
403,18327364,2,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,value_change
404,18327364,2,timolol product,timolol,,2,,10,2,,,,,,CHEMICAL,,value_change
405,18327364,2,product containing dorzolamide,dorzolamide,,3,,15,3,,,,,,CHEMICAL,,value_change
406,18327364,2,prim open angle glaucoma,glaucoma,True,4,0.02222135290503502,29,4,,,,,,DISEASE,4.0,value_change
407,18327364,3,,,False,,,,,,,,,,,,
408,18327364,4,,,False,,,,,,,,,,,,
409,18327364,5,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,value_change
410,18327364,5,timolol product,timolol,,2,,12,2,,,,,,CHEMICAL,,value_change
411,18327364,5,product containing dorzolamide,dorzolamide,,3,,17,3,,,,,,CHEMICAL,,value_change
412,18327364,5,prim open angle glaucoma,glaucoma,True,4,0.03916877508163452,31,4,,,,,,DISEASE,7.0,value_change
413,18327364,6,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,value_change
414,18327364,6,product containing dorzolamide,dorzolamide,,2,,17,2,,,,,,CHEMICAL,,value_change
415,18327364,6,timolol product,timolol,,3,,24,3,,,,,,CHEMICAL,,value_change
416,18327364,6,latanoprost product,latanoprost,,4,,37,4,,,,,,CHEMICAL,,value_change
417,18327364,6,timolol product,timolol,,5,,56,5,,,,,,CHEMICAL,,value_change
418,18327364,6,product containing dorzolamide,dorzolamide,True,6,0.01748870685696602,68,6,,,,,,CHEMICAL,6.0,value_change
419,18327364,7,,,False,,,,,,,,,,,,
420,18327364,8,,,False,,,,,,,,,,,,
421,18327364,9,,,False,,,,,,,,,,,,
422,18327364,10,latanoprost product,latanoprost,,1,,58,1,,,,,,CHEMICAL,,value_change
423,18327364,10,product containing dorzolamide,dorzolamide,,2,,98,2,,,,,,CHEMICAL,,value_change
424,18327364,10,timolol product,timolol,False,3,9.812400094233453e-05,105,3,,,,,,CHEMICAL,0.0,value_change
425,18327364,12,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,value_change
426,18327364,12,product containing dorzolamide,dorzolamide,,2,,10,2,,,,,,CHEMICAL,,value_change
427,18327364,12,timolol product,timolol,False,3,5.484209395945072e-05,17,3,,,,,,CHEMICAL,0.0,value_change
428,18327364,13,,,False,,,,,,,,,,,,
429,15598478,0,,,False,,,,,,,,,,,,
430,15598478,1,,,False,,,,,,,,,,,,
431,15598478,2,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,value_change
432,15598478,2,latanoprost product,latanoprost,,2,,12,2,,,,,,CHEMICAL,,value_change
433,15598478,2,timolol product,timolol,,3,,19,3,,,,,,CHEMICAL,,value_change
434,15598478,2,unspecified glaucoma,glaucoma,,4,,43,4,,,,,,DISEASE,,value_change
435,15598478,2,oht - ocular hypertension,ocular hypertension,False,5,0.0023810018319636583,49,5,,,,,,DISEASE,0.0,value_change
436,15598478,3,latanoprost product,latanoprost,False,1,0.001143261673860252,26,1,,,,,,CHEMICAL,0,value_change
437,15598478,4,,,False,,,,,,,,,,,,
438,15598478,5,unspecified glaucoma,glaucoma,False,1,0.0018318790243938565,17,1,,,,,,DISEASE,0,value_change
439,15598478,6,,,False,,,,,,,,,,,,
440,15598478,7,latanoprost product,latanoprost,,1,,19,1,,,,,,CHEMICAL,,value_change
441,15598478,7,maleate timolol,timolol maleate,,2,,31,2,,,,,,CHEMICAL,,value_change
442,15598478,7,latanoprost product,latanoprost,,3,,45,3,,,,,,CHEMICAL,,value_change
443,15598478,7,latanoprost product,latanoprost,True,4,0.3219434320926666,80,4,,,,,,CHEMICAL,2.0,value_change
444,15598478,8,,,False,,,,,,,,,,,,
445,15598478,9,unspecified glaucoma,glaucoma,,1,,2,1,,,,,,DISEASE,,value_change
446,15598478,9,oht - ocular hypertension,ocular hypertension,,2,,8,2,,,,,,DISEASE,,value_change
447,15598478,9,latanoprost product,latanoprost,False,3,1.6252766727120616e-05,31,3,,,,,,CHEMICAL,0.0,value_change
448,15598478,10,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,value_change
449,15598478,10,latanoprost product,latanoprost,False,2,0.00014149839989840984,22,2,,,,,,CHEMICAL,0.0,value_change
450,15598478,11,,,False,,,,,,,,,,,,
451,15598478,12,,,False,,,,,,,,,,,,
452,15598478,13,,,False,,,,,,,,,,,,
453,15598478,15,,,False,,,,,,,,,,,,
454,15598478,16,latanoprost product,latanoprost,False,1,7.227226160466671e-05,25,1,,,,,,CHEMICAL,0,value_change
455,15598478,18,latanoprost product,latanoprost,False,1,0.0004831984406337142,26,1,,,,,,CHEMICAL,0,value_change
456,15598478,19,latanoprost product,latanoprost,,1,,46,1,,,,,,CHEMICAL,,value_change
457,15598478,19,latanoprost product,latanoprost,False,2,5.987387794448296e-06,72,2,,,,,,CHEMICAL,0.0,value_change
458,15598478,20,,,False,,,,,,,,,,,,
459,15598478,21,latanoprost product,latanoprost,False,1,9.468715234106639e-07,10,1,,,,,,CHEMICAL,0,value_change
460,15598478,22,latanoprost product,latanoprost,,1,,16,1,,,,,,CHEMICAL,,value_change
461,15598478,22,latanoprost product,latanoprost,False,2,7.200537197604717e-07,52,2,,,,,,CHEMICAL,0.0,value_change
462,15598478,23,,,False,,,,,,,,,,,,
463,10901475,0,,,False,,,,,,,,,,,,
464,10901475,1,,,False,,,,,,,,,,,,
465,10901475,2,latanoprost product,latanoprost,,1,,10,1,,,,,,CHEMICAL,,value_change
466,10901475,2,pilocarpine product,pilocarpine,False,2,0.0006214982131496072,24,2,,,,,,CHEMICAL,0.0,value_change
467,10901475,3,oht - ocular hypertension,ocular hypertension,False,1,0.0008498033275827765,11,1,,,,,,DISEASE,0,value_change
468,10901475,4,,,False,,,,,,,,,,,,
469,10901475,5,latanoprost product,latanoprost,False,1,0.00013936178584117442,1,1,,,,,,CHEMICAL,0,value_change
470,10901475,6,,,False,,,,,,,,,,,,
471,10901475,7,,,False,,,,,,,,,,,,
472,10901475,8,latanoprost product,latanoprost,,1,,14,1,,,,,,CHEMICAL,,value_change
473,10901475,8,pilocarpine product,pilocarpine,,2,,31,2,,,,,,CHEMICAL,,value_change
474,10901475,8,oht - ocular hypertension,ocular hypertension,,3,,54,3,,,,,,DISEASE,,value_change
475,10901475,8,timolol product,timolol,False,4,0.00014693937555421144,66,4,,,,,,CHEMICAL,0.0,value_change
476,10901475,9,timolol product,timolol,False,1,1.1991965948254801e-05,33,1,,,,,,CHEMICAL,0,value_change
477,10901475,11,pilocarpine product,pilocarpine,,1,,6,1,,,,,,CHEMICAL,,value_change
478,10901475,11,latanoprost product,latanoprost,False,2,0.0001378279848722741,12,2,,,,,,CHEMICAL,0.0,value_change
479,10901475,12,,,False,,,,,,,,,,,,
480,10901475,13,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,value_change
481,10901475,13,pilocarpine product,pilocarpine,False,2,7.713810191489756e-05,19,2,,,,,,CHEMICAL,0.0,value_change
482,10901475,14,,,False,,,,,,,,,,,,
483,10901475,15,,,False,,,,,,,,,,,,
484,10901475,16,latanoprost product,latanoprost,,1,,41,1,,,,,,CHEMICAL,,value_change
485,10901475,16,pilocarpine product,pilocarpine,False,2,5.169585347175598e-05,83,2,,,,,,CHEMICAL,0.0,value_change
486,10901475,17,latanoprost product,latanoprost,False,1,4.349067694420228e-06,58,1,,,,,,CHEMICAL,0,value_change
487,10901475,18,latanoprost product,latanoprost,False,1,6.754806236131117e-06,4,1,,,,,,CHEMICAL,0,value_change
488,10901475,19,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,value_change
489,10901475,19,pilocarpine product,pilocarpine,False,2,6.572756774403388e-06,17,2,,,,,,CHEMICAL,0.0,value_change
490,10901475,20,latanoprost product,latanoprost,,1,,13,1,,,,,,CHEMICAL,,value_change
491,10901475,20,pilocarpine product,pilocarpine,False,2,5.137818334333133e-06,30,2,,,,,,CHEMICAL,0.0,value_change
492,10901475,21,timolol product,timolol,False,1,2.731260565269622e-06,13,1,,,,,,CHEMICAL,0,value_change
493,10901475,22,latanoprost product,latanoprost,,1,,0,1,,,,,,CHEMICAL,,value_change
494,10901475,22,pilocarpine product,pilocarpine,False,2,4.365448148746509e-06,10,2,,,,,,CHEMICAL,0.0,value_change
495,10901475,23,,,False,,,,,,,,,,,,
496,10901475,24,,,False,,,,,,,,,,,,
497,21792284,0,,,False,,,,,,,,,,,,
498,21792284,1,,,False,,,,,,,,,,,,
499,21792284,3,brimonidine product,brimonidine,,1,,16,1,,,,,,CHEMICAL,,value_change
500,21792284,3,timolol product,timolol,,2,,22,2,,,,,,CHEMICAL,,value_change
501,21792284,3,timolol product,timolol,,3,,27,3,,,,,,CHEMICAL,,value_change
502,21792284,3,latanoprost product,latanoprost,True,4,1.2422008514404297,36,4,,,,,,CHEMICAL,9.0,value_change
503,21792284,4,,,False,,,,,,,,,,,,
504,21792284,5,,,False,,,,,,,,,,,,
505,21792284,6,brimonidine product,brimonidine,,1,,34,1,,,,,,CHEMICAL,,value_change
506,21792284,6,timolol product,timolol,,2,,44,2,,,,,,CHEMICAL,,value_change
507,21792284,6,timolol product,timolol,,3,,54,3,,,,,,CHEMICAL,,value_change
508,21792284,6,latanoprost product,latanoprost,,4,,74,4,,,,,,CHEMICAL,,value_change
509,21792284,6,unspecified glaucoma,glaucoma,,5,,88,5,,,,,,DISEASE,,value_change
510,21792284,6,oht - ocular hypertension,ocular hypertension,False,6,0.035948336124420166,94,6,,,,,,DISEASE,0.0,value_change
511,21792284,7,latanoprost product,latanoprost,False,1,1.6291985957650468e-05,26,1,,,,,,CHEMICAL,0,value_change
512,21792284,8,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,value_change
513,21792284,8,brimonidine product,brimonidine,,2,,31,2,,,,,,CHEMICAL,,value_change
514,21792284,8,timolol product,timolol,,3,,37,3,,,,,,CHEMICAL,,value_change
515,21792284,8,timolol product,timolol,,4,,47,4,,,,,,CHEMICAL,,value_change
516,21792284,8,latanoprost product,latanoprost,True,5,1.244659662246704,61,5,,,,,,CHEMICAL,9.0,value_change
517,21792284,9,,,False,,,,,,,,,,,,
518,21792284,10,,,False,,,,,,,,,,,,
519,21792284,12,brimonidine product,brimonidine,,1,,16,1,,,,,,CHEMICAL,,value_change
520,21792284,12,timolol product,timolol,,2,,22,2,,,,,,CHEMICAL,,value_change
521,21792284,12,timolol product,timolol,False,3,0.0008988137706182897,32,3,,,,,,CHEMICAL,0.0,value_change
522,21792284,13,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,value_change
523,21792284,13,brimonidine product,brimonidine,,2,,30,2,,,,,,CHEMICAL,,value_change
524,21792284,13,timolol product,timolol,,3,,36,3,,,,,,CHEMICAL,,value_change
525,21792284,13,timolol product,timolol,False,4,0.00025523954536765814,53,4,,,,,,CHEMICAL,0.0,value_change
526,21792284,14,brimonidine product,brimonidine,,1,,4,1,,,,,,CHEMICAL,,value_change
527,21792284,14,timolol product,timolol,,2,,10,2,,,,,,CHEMICAL,,value_change
528,21792284,14,latanoprost product,latanoprost,,3,,17,3,,,,,,CHEMICAL,,value_change
529,21792284,14,timolol product,timolol,False,4,3.50667251041159e-05,33,4,,,,,,CHEMICAL,0.0,value_change
530,21792284,15,brimonidine product,brimonidine,,1,,10,1,,,,,,CHEMICAL,,value_change
531,21792284,15,timolol product,timolol,,2,,16,2,,,,,,CHEMICAL,,value_change
532,21792284,15,timolol product,timolol,False,3,1.1776824976550415e-05,27,3,,,,,,CHEMICAL,0.0,value_change
533,21792284,16,,,False,,,,,,,,,,,,
534,21792284,17,brimonidine product,brimonidine,,1,,5,1,,,,,,CHEMICAL,,value_change
535,21792284,17,timolol product,timolol,,2,,11,2,,,,,,CHEMICAL,,value_change
536,21792284,17,timolol product,timolol,,3,,22,3,,,,,,CHEMICAL,,value_change
537,21792284,17,latanoprost product,latanoprost,,4,,33,4,,,,,,CHEMICAL,,value_change
538,21792284,17,unspecified glaucoma,glaucoma,,5,,42,5,,,,,,DISEASE,,value_change
539,21792284,17,oht - ocular hypertension,ocular hypertension,False,6,7.335368718486279e-05,48,6,,,,,,DISEASE,0.0,value_change
540,21792284,18,brimonidine product,brimonidine,,1,,2,1,,,,,,CHEMICAL,,value_change
541,21792284,18,timolol product,timolol,,2,,8,2,,,,,,CHEMICAL,,value_change
542,21792284,18,timolol product,timolol,,3,,13,3,,,,,,CHEMICAL,,value_change
543,21792284,18,latanoprost product,latanoprost,False,4,6.571614903805312e-06,25,4,,,,,,CHEMICAL,0.0,value_change
544,21792284,19,,,False,,,,,,,,,,,,
545,12470755,0,,,False,,,,,,,,,,,,
546,12470755,1,,,False,,,,,,,,,,,,
547,12470755,2,latanoprost product,latanoprost,False,1,0.0005698874592781067,5,1,,,,,,CHEMICAL,0,value_change
548,12470755,3,latanoprost product,latanoprost,False,1,0.00017704511992633343,29,1,,,,,,CHEMICAL,0,value_change
549,12470755,4,,,False,,,,,,,,,,,,
550,12470755,5,latanoprost product,latanoprost,,1,,29,1,,,,,,CHEMICAL,,value_change
551,12470755,5,oht - ocular hypertension,ocular hypertension,False,2,0.0016908905236050487,66,2,,,,,,DISEASE,0.0,value_change
552,12470755,6,,,False,,,,,,,,,,,,
553,12470755,7,latanoprost product,latanoprost,False,1,0.0018098897999152541,55,1,,,,,,CHEMICAL,0,value_change
554,12470755,9,,,False,,,,,,,,,,,,
555,12470755,10,latanoprost product,latanoprost,False,1,0.0006416246760636568,49,1,,,,,,CHEMICAL,0,value_change
556,12470755,11,,,False,,,,,,,,,,,,
557,12470755,12,latanoprost product,latanoprost,False,1,3.103977724094875e-05,9,1,,,,,,CHEMICAL,0,value_change
558,12470755,13,,,False,,,,,,,,,,,,
559,12470755,14,,,False,,,,,,,,,,,,
560,9230823,0,,,False,,,,,,,,,,,,
561,9230823,1,,,False,,,,,,,,,,,,
562,9230823,2,brimonidine product,brimonidine,,1,,6,1,,,,,,CHEMICAL,,value_change
563,9230823,2,unspecified glaucoma,glaucoma,,2,,14,2,,,,,,DISEASE,,value_change
564,9230823,2,oht - ocular hypertension,ocular hypertension,False,3,0.002645013853907585,20,3,,,,,,DISEASE,0.0,value_change
565,9230823,3,,,False,,,,,,,,,,,,
566,9230823,4,brimonidine product,brimonidine,False,1,0.0009388945181854069,1,1,,,,,,CHEMICAL,0,value_change
567,9230823,5,,,False,,,,,,,,,,,,
568,9230823,8,,,False,,,,,,,,,,,,
569,9230823,9,brimonidine product,brimonidine,,1,,12,1,,,,,,CHEMICAL,,value_change
570,9230823,9,unspecified glaucoma,glaucoma,,2,,26,2,,,,,,DISEASE,,value_change
571,9230823,9,oht - ocular hypertension,ocular hypertension,False,3,0.0016254049260169268,32,3,,,,,,DISEASE,0.0,value_change
572,9230823,10,,,False,,,,,,,,,,,,
573,9230823,11,brimonidine product,brimonidine,,1,,8,1,,,,,,CHEMICAL,,value_change
574,9230823,11,maleate timolol,timolol maleate,True,2,0.01768498495221138,18,2,,,,,,CHEMICAL,3.0,value_change
575,9230823,12,,,False,,,,,,,,,,,,
576,9230823,13,,,False,,,,,,,,,,,,
577,9230823,14,brimonidine product,brimonidine,,1,,20,1,,,,,,CHEMICAL,,value_change
578,9230823,14,timolol product,timolol,False,2,0.002055050805211067,28,2,,,,,,CHEMICAL,0.0,value_change
579,9230823,15,brimonidine product,brimonidine,,1,,0,1,,,,,,CHEMICAL,,value_change
580,9230823,15,timolol product,timolol,False,2,0.0008433499606326222,31,2,,,,,,CHEMICAL,0.0,value_change
581,9230823,16,brimonidine product,brimonidine,,1,,0,1,,,,,,CHEMICAL,,value_change
582,9230823,16,timolol product,timolol,False,2,0.0015464412281289697,13,2,,,,,,CHEMICAL,0.0,value_change
583,9230823,18,brimonidine product,brimonidine,False,1,0.0005916111986152828,11,1,,,,,,CHEMICAL,0,value_change
584,9230823,19,drying mouth,dry mouth,,1,,0,1,,,,,,DISEASE,,value_change
585,9230823,19,brimonidine product,brimonidine,,2,,7,2,,,,,,CHEMICAL,,value_change
586,9230823,19,timolol product,timolol,,3,,18,3,,,,,,CHEMICAL,,value_change
587,9230823,19,stinging sensation,stinging,,4,,42,4,,,,,,DISEASE,,value_change
588,9230823,19,timolol product,timolol,,5,,49,5,,,,,,CHEMICAL,,value_change
589,9230823,19,brimonidine product,brimonidine,False,6,0.0052962531335651875,65,6,,,,,,CHEMICAL,0.0,value_change
590,9230823,20,"headache , cephalalgia",headache,,1,,0,1,,,,,,DISEASE,,value_change
591,9230823,20,fatigue symptoms,fatigue,False,2,0.0002457529481034726,7,2,,,,,,DISEASE,0.0,value_change
592,9230823,21,,,False,,,,,,,,,,,,
593,9230823,22,brimonidine product,brimonidine,False,1,7.609256863361225e-05,2,1,,,,,,CHEMICAL,0,value_change
594,9230823,23,brimonidine product,brimonidine,False,1,8.552230428904295e-05,0,1,,,,,,CHEMICAL,0,value_change
595,9230823,24,,,False,,,,,,,,,,,,
596,23550916,0,,,False,,,,,,,,,,,,
597,23550916,1,,,False,,,,,,,,,,,,
598,23550916,3,product containing brinzolamide,brinzolamide,,1,,12,1,,,,,,CHEMICAL,,value_change
599,23550916,3,timolol product,timolol,,2,,20,2,,,,,,CHEMICAL,,value_change
600,23550916,3,brimonidine product,brimonidine,,3,,25,3,,,,,,CHEMICAL,,value_change
601,23550916,3,timolol product,timolol,,4,,31,4,,,,,,CHEMICAL,,value_change
602,23550916,3,travoprost product,travoprost,True,5,0.0,41,5,,,,,,CHEMICAL,1.0,value_change
603,23550916,4,,,False,,,,,,,,,,,,
604,23550916,5,,,False,,,,,,,,,,,,
605,23550916,6,product containing brinzolamide,brinzolamide,,1,,23,1,,,,,,CHEMICAL,,value_change
606,23550916,6,timolol product,timolol,,2,,31,2,,,,,,CHEMICAL,,value_change
607,23550916,6,brimonidine product,brimonidine,,3,,37,3,,,,,,CHEMICAL,,value_change
608,23550916,6,timolol product,timolol,,4,,43,4,,,,,,CHEMICAL,,value_change
609,23550916,6,travoprost product,travoprost,False,5,0.00011744420044124126,66,5,,,,,,CHEMICAL,0.0,value_change
610,23550916,7,,,False,,,,,,,,,,,,
611,23550916,8,travoprost product,travoprost,,1,,35,1,,,,,,CHEMICAL,,value_change
612,23550916,8,product containing brinzolamide,brinzolamide,,2,,51,2,,,,,,CHEMICAL,,value_change
613,23550916,8,timolol product,timolol,,3,,59,3,,,,,,CHEMICAL,,value_change
614,23550916,8,brimonidine product,brimonidine,,4,,65,4,,,,,,CHEMICAL,,value_change
615,23550916,8,timolol product,timolol,,5,,71,5,,,,,,CHEMICAL,,value_change
616,23550916,8,travoprost product,travoprost,False,6,2.3281958419829607e-05,79,6,,,,,,CHEMICAL,0.0,value_change
617,23550916,9,,,False,,,,,,,,,,,,
618,23550916,10,,,False,,,,,,,,,,,,
619,23550916,11,,,False,,,,,,,,,,,,
620,23550916,12,travoprost product,travoprost,False,1,0.00044744648039340973,9,1,,,,,,CHEMICAL,0,value_change
621,23550916,13,travoprost product,travoprost,False,1,0.0005620239535346627,34,1,,,,,,CHEMICAL,0,value_change
622,23550916,14,product containing brinzolamide,brinzolamide,,1,,0,1,,,,,,CHEMICAL,,value_change
623,23550916,14,timolol product,timolol,,2,,8,2,,,,,,CHEMICAL,,value_change
624,23550916,14,brimonidine product,brimonidine,,3,,47,3,,,,,,CHEMICAL,,value_change
625,23550916,14,timolol product,timolol,False,4,0.0007533953757956624,53,4,,,,,,CHEMICAL,0.0,value_change
626,23550916,15,product containing brinzolamide,brinzolamide,,1,,16,1,,,,,,CHEMICAL,,value_change
627,23550916,15,timolol product,timolol,,2,,24,2,,,,,,CHEMICAL,,value_change
628,23550916,15,brimonidine product,brimonidine,,3,,37,3,,,,,,CHEMICAL,,value_change
629,23550916,15,timolol product,timolol,False,4,2.856398350559175e-05,43,4,,,,,,CHEMICAL,0.0,value_change
630,23550916,17,travoprost product,travoprost,False,1,7.021194505796302e-07,26,1,,,,,,CHEMICAL,0,value_change
631,23550916,18,product containing brinzolamide,brinzolamide,,1,,1,1,,,,,,CHEMICAL,,value_change
632,23550916,18,timolol product,timolol,False,2,1.83326774276793e-05,9,2,,,,,,CHEMICAL,0.0,value_change
633,23550916,19,,,False,,,,,,,,,,,,
634,27445072,0,,,False,,,,,,,,,,,,
635,27445072,1,,,False,,,,,,,,,,,,
636,27445072,3,product containing dorzolamide,dorzolamide,,1,,2,1,,,,,,CHEMICAL,,value_change
637,27445072,3,timolol product,timolol,,2,,9,2,,,,,,CHEMICAL,,value_change
638,27445072,3,product containing brinzolamide,brinzolamide,,3,,14,3,,,,,,CHEMICAL,,value_change
639,27445072,3,brimonidine product,brimonidine,False,4,0.001727646798826754,22,4,,,,,,CHEMICAL,0.0,value_change
640,27445072,4,,,False,,,,,,,,,,,,
