,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,type,num_changes_in_pred,comp_mode,num_entites_changed
330,16458964,10,latanoprost product,latanoprost,False,2,6.104040622711182,17,2,[],,,,,CHEMICAL,,,0.0
331,16458964,11,,,False,,,,,,,,,,,,,
332,16458964,13,latanoprost product,latanoprost,,1,,10,1,,,,,,CHEMICAL,,,
333,16458964,13,latanoprost product,latanoprost,,2,,21,2,,,,,,CHEMICAL,,,
334,16458964,13,timolol product,timolol,False,3,2.271923303604126,28,3,[],,,,,CHEMICAL,,,0.0
335,16458964,16,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,,
336,16458964,16,latanoprost product,latanoprost,,2,,13,2,,,,,,CHEMICAL,,,
337,16458964,16,timolol product,timolol,,3,,20,3,,,,,,CHEMICAL,,,
338,16458964,16,timolol product,timolol,,4,,29,4,,,,,,CHEMICAL,,,
339,16458964,16,unspecified glaucoma,glaucoma,,5,,43,5,,,,,,DISEASE,,,
340,16458964,16,oht - ocular hypertension,ocular hypertension,True,6,6.588825702667236,49,6,[17],,,,,DISEASE,,,2.0
341,16458964,17,,,False,,,,,,,,,,,,,
342,16458964,14,timolol product,timolol,,1,,17,1,,,,,,CHEMICAL,,,
343,16458964,14,latanoprost product,latanoprost,,2,,67,2,,,,,,CHEMICAL,,,
344,16458964,14,latanoprost product,latanoprost,,3,,106,3,,,,,,CHEMICAL,,,
345,16458964,14,timolol product,timolol,,4,,113,4,,,,,,CHEMICAL,,,
346,16458964,14,latanoprost product,latanoprost,,5,,155,5,,,,,,CHEMICAL,,,
347,16458964,14,latanoprost product,latanoprost,,6,,196,6,,,,,,CHEMICAL,,,
348,16458964,14,timolol product,timolol,True,7,23.824508666992188,203,7,[15],,,,,CHEMICAL,,,4.0
349,16458964,15,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,,
350,16458964,15,latanoprost product,latanoprost,,2,,16,2,,,,,,CHEMICAL,,,
351,16458964,15,timolol product,timolol,True,3,7.882692337036133,23,3,[16],,,,,CHEMICAL,,,1.0
352,12485286,0,,,False,,,,,,,,,,,,,
353,12485286,1,,,False,,,,,,,,,,,,,
354,12485286,2,latanoprost product,latanoprost,,1,,11,1,,,,,,CHEMICAL,,,
355,12485286,2,product containing dorzolamide,dorzolamide,,2,,27,2,,,,,,CHEMICAL,,,
356,12485286,2,timolol product,timolol,False,3,63.942657470703125,36,3,[],,,,,CHEMICAL,,,0.0
357,12485286,3,latanoprost product,latanoprost,False,1,15.882834434509277,18,1,[],,,,,CHEMICAL,,,0.0
358,12485286,4,,,False,,,,,,,,,,,,,
359,12485286,5,latanoprost product,latanoprost,,1,,27,1,,,,,,CHEMICAL,,,
360,12485286,5,product containing dorzolamide,dorzolamide,,2,,43,2,,,,,,CHEMICAL,,,
361,12485286,5,timolol product,timolol,True,3,57.68201446533203,52,3,[5],,,,,CHEMICAL,,,1.0
362,12485286,6,timolol product,timolol,,1,,14,1,,,,,,CHEMICAL,,,
363,12485286,6,latanoprost product,latanoprost,,2,,25,2,,,,,,CHEMICAL,,,
364,12485286,6,product containing dorzolamide,dorzolamide,,3,,38,3,,,,,,CHEMICAL,,,
365,12485286,6,timolol product,timolol,True,4,54.619895935058594,45,4,[6],,,,,CHEMICAL,,,1.0
366,12485286,7,,,False,,,,,,,,,,,,,
367,12485286,8,latanoprost product,latanoprost,,1,,50,1,,,,,,CHEMICAL,,,
368,12485286,8,product containing dorzolamide,dorzolamide,,2,,77,2,,,,,,CHEMICAL,,,
369,12485286,8,timolol product,timolol,False,3,45.80403518676758,84,3,[],,,,,CHEMICAL,,,0.0
370,12485286,9,,,False,,,,,,,,,,,,,
371,12485286,10,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,,
372,12485286,10,product containing dorzolamide,dorzolamide,,2,,26,2,,,,,,CHEMICAL,,,
373,12485286,10,timolol product,timolol,,3,,33,3,,,,,,CHEMICAL,,,
374,12485286,10,timolol product,timolol,False,4,8.01173210144043,48,4,[],,,,,CHEMICAL,,,0.0
375,12485286,11,,,False,,,,,,,,,,,,,
376,11167277,0,,,False,,,,,,,,,,,,,
377,11167277,1,,,False,,,,,,,,,,,,,
378,11167277,2,latanoprost product,latanoprost,,1,,0,1,,,,,,CHEMICAL,,,
379,11167277,2,timolol product,timolol,,2,,10,2,,,,,,CHEMICAL,,,
380,11167277,2,product containing dorzolamide,dorzolamide,True,3,50.47259521484375,15,3,[2],,,,,CHEMICAL,,,1.0
381,11167277,3,,,False,,,,,,,,,,,,,
382,11167277,4,,,False,,,,,,,,,,,,,
383,11167277,5,latanoprost product,latanoprost,,1,,12,1,,,,,,CHEMICAL,,,
384,11167277,5,timolol product,timolol,,2,,19,2,,,,,,CHEMICAL,,,
385,11167277,5,product containing dorzolamide,dorzolamide,False,3,38.81995391845703,24,3,[],,,,,CHEMICAL,,,0.0
386,11167277,6,latanoprost product,latanoprost,,1,,20,1,,,,,,CHEMICAL,,,
387,11167277,6,timolol product,timolol,,2,,31,2,,,,,,CHEMICAL,,,
388,11167277,6,product containing dorzolamide,dorzolamide,False,3,34.060340881347656,36,3,[],,,,,CHEMICAL,,,0.0
389,11167277,7,,,False,,,,,,,,,,,,,
390,11167277,8,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,,
391,11167277,8,timolol product,timolol,,2,,26,2,,,,,,CHEMICAL,,,
392,11167277,8,product containing dorzolamide,dorzolamide,False,3,26.43838119506836,31,3,[],,,,,CHEMICAL,,,0.0
393,11167277,9,,,False,,,,,,,,,,,,,
394,11167277,10,latanoprost product,latanoprost,,1,,15,1,,,,,,CHEMICAL,,,
395,11167277,10,timolol product,timolol,,2,,48,2,,,,,,CHEMICAL,,,
396,11167277,10,product containing dorzolamide,dorzolamide,False,3,13.855581283569336,53,3,[],,,,,CHEMICAL,,,0.0
397,11167277,11,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,,
398,11167277,11,timolol product,timolol,,2,,22,2,,,,,,CHEMICAL,,,
399,11167277,11,product containing dorzolamide,dorzolamide,False,3,7.79170036315918,27,3,[],,,,,CHEMICAL,,,0.0
400,11167277,12,,,False,,,,,,,,,,,,,
401,18327364,0,,,False,,,,,,,,,,,,,
402,18327364,1,,,False,,,,,,,,,,,,,
403,18327364,2,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,,
404,18327364,2,timolol product,timolol,,2,,10,2,,,,,,CHEMICAL,,,
405,18327364,2,product containing dorzolamide,dorzolamide,,3,,15,3,,,,,,CHEMICAL,,,
406,18327364,2,prim open angle glaucoma,glaucoma,True,4,22.360044479370117,29,4,"[5, 6, 2]",,,,,DISEASE,,,1.0
407,18327364,3,,,False,,,,,,,,,,,,,
408,18327364,4,,,False,,,,,,,,,,,,,
409,18327364,5,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,,
410,18327364,5,timolol product,timolol,,2,,12,2,,,,,,CHEMICAL,,,
411,18327364,5,product containing dorzolamide,dorzolamide,,3,,17,3,,,,,,CHEMICAL,,,
412,18327364,5,prim open angle glaucoma,glaucoma,True,4,17.043846130371094,31,4,"[6, 5]",,,,,DISEASE,,,1.0
413,18327364,6,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,,
414,18327364,6,product containing dorzolamide,dorzolamide,,2,,17,2,,,,,,CHEMICAL,,,
415,18327364,6,timolol product,timolol,,3,,24,3,,,,,,CHEMICAL,,,
416,18327364,6,latanoprost product,latanoprost,,4,,37,4,,,,,,CHEMICAL,,,
417,18327364,6,timolol product,timolol,,5,,56,5,,,,,,CHEMICAL,,,
418,18327364,6,product containing dorzolamide,dorzolamide,True,6,10.098442077636719,68,6,[6],,,,,CHEMICAL,,,2.0
419,18327364,7,,,False,,,,,,,,,,,,,
420,18327364,8,,,False,,,,,,,,,,,,,
421,18327364,9,,,False,,,,,,,,,,,,,
422,18327364,10,latanoprost product,latanoprost,,1,,58,1,,,,,,CHEMICAL,,,
423,18327364,10,product containing dorzolamide,dorzolamide,,2,,98,2,,,,,,CHEMICAL,,,
424,18327364,10,timolol product,timolol,False,3,19.63732147216797,105,3,[],,,,,CHEMICAL,,,0.0
425,18327364,12,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,,
426,18327364,12,product containing dorzolamide,dorzolamide,,2,,10,2,,,,,,CHEMICAL,,,
427,18327364,12,timolol product,timolol,False,3,10.730587005615234,17,3,[],,,,,CHEMICAL,,,0.0
428,18327364,13,,,False,,,,,,,,,,,,,
429,15598478,0,,,False,,,,,,,,,,,,,
430,15598478,1,,,False,,,,,,,,,,,,,
431,15598478,2,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,,
432,15598478,2,latanoprost product,latanoprost,,2,,12,2,,,,,,CHEMICAL,,,
433,15598478,2,timolol product,timolol,,3,,19,3,,,,,,CHEMICAL,,,
434,15598478,2,unspecified glaucoma,glaucoma,,4,,43,4,,,,,,DISEASE,,,
435,15598478,2,oht - ocular hypertension,ocular hypertension,True,5,15.292166709899902,49,5,[2],,,,,DISEASE,,,1.0
436,15598478,3,latanoprost product,latanoprost,False,1,8.181747436523438,26,1,[],,,,,CHEMICAL,,,0.0
437,15598478,4,,,False,,,,,,,,,,,,,
438,15598478,5,unspecified glaucoma,glaucoma,False,1,7.107081413269043,17,1,[],,,,,DISEASE,,,0.0
439,15598478,6,,,False,,,,,,,,,,,,,
440,15598478,7,latanoprost product,latanoprost,,1,,19,1,,,,,,CHEMICAL,,,
441,15598478,7,maleate timolol,timolol maleate,,2,,31,2,,,,,,CHEMICAL,,,
442,15598478,7,latanoprost product,latanoprost,,3,,45,3,,,,,,CHEMICAL,,,
443,15598478,7,latanoprost product,latanoprost,True,4,6.416450023651123,80,4,[7],,,,,CHEMICAL,,,1.0
444,15598478,8,,,False,,,,,,,,,,,,,
445,15598478,9,unspecified glaucoma,glaucoma,,1,,2,1,,,,,,DISEASE,,,
446,15598478,9,oht - ocular hypertension,ocular hypertension,,2,,8,2,,,,,,DISEASE,,,
447,15598478,9,latanoprost product,latanoprost,True,3,1.511976957321167,31,3,[16],,,,,CHEMICAL,,,2.0
448,15598478,10,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,,
449,15598478,10,latanoprost product,latanoprost,False,2,13.112812995910645,22,2,[],,,,,CHEMICAL,,,0.0
450,15598478,11,,,False,,,,,,,,,,,,,
451,15598478,12,,,False,,,,,,,,,,,,,
452,15598478,13,,,False,,,,,,,,,,,,,
453,15598478,15,,,False,,,,,,,,,,,,,
454,15598478,16,latanoprost product,latanoprost,False,1,4.642017364501953,25,1,[],,,,,CHEMICAL,,,0.0
455,15598478,18,latanoprost product,latanoprost,False,1,1.6086732149124146,26,1,[],,,,,CHEMICAL,,,0.0
456,15598478,19,latanoprost product,latanoprost,,1,,46,1,,,,,,CHEMICAL,,,
457,15598478,19,latanoprost product,latanoprost,False,2,8.727082252502441,72,2,[],,,,,CHEMICAL,,,0.0
458,15598478,20,,,False,,,,,,,,,,,,,
459,15598478,21,latanoprost product,latanoprost,False,1,4.60706901550293,10,1,[],,,,,CHEMICAL,,,0.0
460,15598478,22,latanoprost product,latanoprost,,1,,16,1,,,,,,CHEMICAL,,,
461,15598478,22,latanoprost product,latanoprost,False,2,3.385485887527466,52,2,[],,,,,CHEMICAL,,,0.0
462,15598478,23,,,False,,,,,,,,,,,,,
463,10901475,0,,,False,,,,,,,,,,,,,
464,10901475,1,,,False,,,,,,,,,,,,,
465,10901475,2,latanoprost product,latanoprost,,1,,10,1,,,,,,CHEMICAL,,,
466,10901475,2,pilocarpine product,pilocarpine,False,2,22.377635955810547,24,2,[],,,,,CHEMICAL,,,0.0
467,10901475,3,oht - ocular hypertension,ocular hypertension,True,1,22.17501449584961,11,1,[3],,,,,DISEASE,,,2.0
468,10901475,4,,,False,,,,,,,,,,,,,
469,10901475,5,latanoprost product,latanoprost,False,1,14.795104026794434,1,1,[],,,,,CHEMICAL,,,0.0
470,10901475,6,,,False,,,,,,,,,,,,,
471,10901475,7,,,False,,,,,,,,,,,,,
472,10901475,8,latanoprost product,latanoprost,,1,,14,1,,,,,,CHEMICAL,,,
473,10901475,8,pilocarpine product,pilocarpine,,2,,31,2,,,,,,CHEMICAL,,,
474,10901475,8,oht - ocular hypertension,ocular hypertension,,3,,54,3,,,,,,DISEASE,,,
475,10901475,8,timolol product,timolol,True,4,18.218128204345703,66,4,[8],,,,,CHEMICAL,,,2.0
476,10901475,9,timolol product,timolol,False,1,7.708168983459473,33,1,[],,,,,CHEMICAL,,,0.0
477,10901475,11,pilocarpine product,pilocarpine,,1,,6,1,,,,,,CHEMICAL,,,
478,10901475,11,latanoprost product,latanoprost,True,2,9.029854774475098,12,2,[12],,,,,CHEMICAL,,,1.0
479,10901475,12,,,False,,,,,,,,,,,,,
480,10901475,13,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,,
481,10901475,13,pilocarpine product,pilocarpine,False,2,6.225364685058594,19,2,[],,,,,CHEMICAL,,,0.0
482,10901475,14,,,False,,,,,,,,,,,,,
483,10901475,15,,,False,,,,,,,,,,,,,
484,10901475,16,latanoprost product,latanoprost,,1,,41,1,,,,,,CHEMICAL,,,
485,10901475,16,pilocarpine product,pilocarpine,False,2,21.621376037597656,83,2,[],,,,,CHEMICAL,,,0.0
486,10901475,17,latanoprost product,latanoprost,False,1,10.271595001220703,58,1,[],,,,,CHEMICAL,,,0.0
487,10901475,18,latanoprost product,latanoprost,False,1,9.412221908569336,4,1,[],,,,,CHEMICAL,,,0.0
488,10901475,19,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,,
489,10901475,19,pilocarpine product,pilocarpine,False,2,9.813467025756836,17,2,[],,,,,CHEMICAL,,,0.0
490,10901475,20,latanoprost product,latanoprost,,1,,13,1,,,,,,CHEMICAL,,,
491,10901475,20,pilocarpine product,pilocarpine,False,2,7.536360740661621,30,2,[],,,,,CHEMICAL,,,0.0
492,10901475,21,timolol product,timolol,False,1,4.755463600158691,13,1,[],,,,,CHEMICAL,,,0.0
493,10901475,22,latanoprost product,latanoprost,,1,,0,1,,,,,,CHEMICAL,,,
494,10901475,22,pilocarpine product,pilocarpine,False,2,3.9703617095947266,10,2,[],,,,,CHEMICAL,,,0.0
495,10901475,23,,,False,,,,,,,,,,,,,
496,10901475,24,,,False,,,,,,,,,,,,,
497,21792284,0,,,False,,,,,,,,,,,,,
498,21792284,1,,,False,,,,,,,,,,,,,
499,21792284,3,brimonidine product,brimonidine,,1,,16,1,,,,,,CHEMICAL,,,
500,21792284,3,timolol product,timolol,,2,,22,2,,,,,,CHEMICAL,,,
501,21792284,3,timolol product,timolol,,3,,27,3,,,,,,CHEMICAL,,,
502,21792284,3,latanoprost product,latanoprost,True,4,22.589588165283203,36,4,"[9, 4]",,,,,CHEMICAL,,,2.0
503,21792284,4,,,False,,,,,,,,,,,,,
504,21792284,5,,,False,,,,,,,,,,,,,
505,21792284,6,brimonidine product,brimonidine,,1,,34,1,,,,,,CHEMICAL,,,
506,21792284,6,timolol product,timolol,,2,,44,2,,,,,,CHEMICAL,,,
507,21792284,6,timolol product,timolol,,3,,54,3,,,,,,CHEMICAL,,,
508,21792284,6,latanoprost product,latanoprost,,4,,74,4,,,,,,CHEMICAL,,,
509,21792284,6,unspecified glaucoma,glaucoma,,5,,88,5,,,,,,DISEASE,,,
510,21792284,6,oht - ocular hypertension,ocular hypertension,True,6,47.03369140625,94,6,[7],,,,,DISEASE,,,4.0
511,21792284,7,latanoprost product,latanoprost,False,1,6.6195244789123535,26,1,[],,,,,CHEMICAL,,,0.0
512,21792284,8,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,,
513,21792284,8,brimonidine product,brimonidine,,2,,31,2,,,,,,CHEMICAL,,,
514,21792284,8,timolol product,timolol,,3,,37,3,,,,,,CHEMICAL,,,
515,21792284,8,timolol product,timolol,,4,,47,4,,,,,,CHEMICAL,,,
516,21792284,8,latanoprost product,latanoprost,True,5,8.473657608032227,61,5,[9],,,,,CHEMICAL,,,0.0
517,21792284,9,,,False,,,,,,,,,,,,,
518,21792284,10,,,False,,,,,,,,,,,,,
519,21792284,12,brimonidine product,brimonidine,,1,,16,1,,,,,,CHEMICAL,,,
520,21792284,12,timolol product,timolol,,2,,22,2,,,,,,CHEMICAL,,,
521,21792284,12,timolol product,timolol,False,3,22.348533630371094,32,3,[],,,,,CHEMICAL,,,0.0
522,21792284,13,latanoprost product,latanoprost,,1,,5,1,,,,,,CHEMICAL,,,
523,21792284,13,brimonidine product,brimonidine,,2,,30,2,,,,,,CHEMICAL,,,
524,21792284,13,timolol product,timolol,,3,,36,3,,,,,,CHEMICAL,,,
525,21792284,13,timolol product,timolol,False,4,21.33303451538086,53,4,[],,,,,CHEMICAL,,,0.0
526,21792284,14,brimonidine product,brimonidine,,1,,4,1,,,,,,CHEMICAL,,,
527,21792284,14,timolol product,timolol,,2,,10,2,,,,,,CHEMICAL,,,
528,21792284,14,latanoprost product,latanoprost,,3,,17,3,,,,,,CHEMICAL,,,
529,21792284,14,timolol product,timolol,False,4,16.76477813720703,33,4,[],,,,,CHEMICAL,,,0.0
530,21792284,15,brimonidine product,brimonidine,,1,,10,1,,,,,,CHEMICAL,,,
531,21792284,15,timolol product,timolol,,2,,16,2,,,,,,CHEMICAL,,,
532,21792284,15,timolol product,timolol,False,3,8.182074546813965,27,3,[],,,,,CHEMICAL,,,0.0
533,21792284,16,,,False,,,,,,,,,,,,,
534,21792284,17,brimonidine product,brimonidine,,1,,5,1,,,,,,CHEMICAL,,,
535,21792284,17,timolol product,timolol,,2,,11,2,,,,,,CHEMICAL,,,
536,21792284,17,timolol product,timolol,,3,,22,3,,,,,,CHEMICAL,,,
537,21792284,17,latanoprost product,latanoprost,,4,,33,4,,,,,,CHEMICAL,,,
538,21792284,17,unspecified glaucoma,glaucoma,,5,,42,5,,,,,,DISEASE,,,
539,21792284,17,oht - ocular hypertension,ocular hypertension,False,6,6.8947906494140625,48,6,[],,,,,DISEASE,,,0.0
540,21792284,18,brimonidine product,brimonidine,,1,,2,1,,,,,,CHEMICAL,,,
541,21792284,18,timolol product,timolol,,2,,8,2,,,,,,CHEMICAL,,,
542,21792284,18,timolol product,timolol,,3,,13,3,,,,,,CHEMICAL,,,
543,21792284,18,latanoprost product,latanoprost,False,4,3.860530376434326,25,4,[],,,,,CHEMICAL,,,0.0
544,21792284,19,,,False,,,,,,,,,,,,,
545,12470755,0,,,False,,,,,,,,,,,,,
546,12470755,1,,,False,,,,,,,,,,,,,
547,12470755,2,latanoprost product,latanoprost,True,1,16.459197998046875,5,1,[2],,,,,CHEMICAL,,,1.0
548,12470755,3,latanoprost product,latanoprost,False,1,13.41083812713623,29,1,[],,,,,CHEMICAL,,,0.0
549,12470755,4,,,False,,,,,,,,,,,,,
550,12470755,5,latanoprost product,latanoprost,,1,,29,1,,,,,,CHEMICAL,,,
551,12470755,5,oht - ocular hypertension,ocular hypertension,False,2,13.318849563598633,66,2,[],,,,,DISEASE,,,0.0
552,12470755,6,,,False,,,,,,,,,,,,,
553,12470755,7,latanoprost product,latanoprost,False,1,2.943115472793579,55,1,[],,,,,CHEMICAL,,,0.0
554,12470755,9,,,False,,,,,,,,,,,,,
555,12470755,10,latanoprost product,latanoprost,False,1,16.418874740600586,49,1,[],,,,,CHEMICAL,,,0.0
556,12470755,11,,,False,,,,,,,,,,,,,
557,12470755,12,latanoprost product,latanoprost,False,1,4.828747272491455,9,1,[],,,,,CHEMICAL,,,0.0
558,12470755,13,,,False,,,,,,,,,,,,,
559,12470755,14,,,False,,,,,,,,,,,,,
560,9230823,0,,,False,,,,,,,,,,,,,
561,9230823,1,,,False,,,,,,,,,,,,,
562,9230823,2,brimonidine product,brimonidine,,1,,6,1,,,,,,CHEMICAL,,,
563,9230823,2,unspecified glaucoma,glaucoma,,2,,14,2,,,,,,DISEASE,,,
564,9230823,2,oht - ocular hypertension,ocular hypertension,True,3,24.227806091308594,20,3,[2],,,,,DISEASE,,,1.0
565,9230823,3,,,False,,,,,,,,,,,,,
566,9230823,4,brimonidine product,brimonidine,False,1,16.505508422851562,1,1,[],,,,,CHEMICAL,,,0.0
567,9230823,5,,,False,,,,,,,,,,,,,
568,9230823,8,,,False,,,,,,,,,,,,,
569,9230823,9,brimonidine product,brimonidine,,1,,12,1,,,,,,CHEMICAL,,,
570,9230823,9,unspecified glaucoma,glaucoma,,2,,26,2,,,,,,DISEASE,,,
571,9230823,9,oht - ocular hypertension,ocular hypertension,False,3,15.847860336303711,32,3,[],,,,,DISEASE,,,0.0
572,9230823,10,,,False,,,,,,,,,,,,,
573,9230823,11,brimonidine product,brimonidine,,1,,8,1,,,,,,CHEMICAL,,,
574,9230823,11,maleate timolol,timolol maleate,True,2,7.738231658935547,18,2,[13],,,,,CHEMICAL,,,4.0
575,9230823,12,,,False,,,,,,,,,,,,,
576,9230823,13,,,False,,,,,,,,,,,,,
577,9230823,14,brimonidine product,brimonidine,,1,,20,1,,,,,,CHEMICAL,,,
578,9230823,14,timolol product,timolol,False,2,4.597907066345215,28,2,[],,,,,CHEMICAL,,,0.0
579,9230823,15,brimonidine product,brimonidine,,1,,0,1,,,,,,CHEMICAL,,,
580,9230823,15,timolol product,timolol,False,2,3.3568503856658936,31,2,[],,,,,CHEMICAL,,,0.0
581,9230823,16,brimonidine product,brimonidine,,1,,0,1,,,,,,CHEMICAL,,,
582,9230823,16,timolol product,timolol,False,2,16.128074645996094,13,2,[],,,,,CHEMICAL,,,0.0
583,9230823,18,brimonidine product,brimonidine,False,1,10.586593627929688,11,1,[],,,,,CHEMICAL,,,0.0
584,9230823,19,drying mouth,dry mouth,,1,,0,1,,,,,,DISEASE,,,
585,9230823,19,brimonidine product,brimonidine,,2,,7,2,,,,,,CHEMICAL,,,
586,9230823,19,timolol product,timolol,,3,,18,3,,,,,,CHEMICAL,,,
587,9230823,19,stinging sensation,stinging,,4,,42,4,,,,,,DISEASE,,,
588,9230823,19,timolol product,timolol,,5,,49,5,,,,,,CHEMICAL,,,
589,9230823,19,brimonidine product,brimonidine,False,6,14.144286155700684,65,6,[],,,,,CHEMICAL,,,0.0
590,9230823,20,"headache , cephalalgia",headache,,1,,0,1,,,,,,DISEASE,,,
591,9230823,20,fatigue symptoms,fatigue,False,2,8.653449058532715,7,2,[],,,,,DISEASE,,,0.0
592,9230823,21,,,False,,,,,,,,,,,,,
593,9230823,22,brimonidine product,brimonidine,False,1,3.677988052368164,2,1,[],,,,,CHEMICAL,,,0.0
594,9230823,23,brimonidine product,brimonidine,True,1,2.816232204437256,0,1,[None],,,,,CHEMICAL,,,1.0
595,9230823,24,,,False,,,,,,,,,,,,,
596,23550916,0,,,False,,,,,,,,,,,,,
597,23550916,1,,,False,,,,,,,,,,,,,
598,23550916,3,product containing brinzolamide,brinzolamide,,1,,12,1,,,,,,CHEMICAL,,,
599,23550916,3,timolol product,timolol,,2,,20,2,,,,,,CHEMICAL,,,
600,23550916,3,brimonidine product,brimonidine,,3,,25,3,,,,,,CHEMICAL,,,
601,23550916,3,timolol product,timolol,,4,,31,4,,,,,,CHEMICAL,,,
602,23550916,3,travoprost product,travoprost,True,5,21.114763259887695,41,5,[4],,,,,CHEMICAL,,,1.0
603,23550916,4,,,False,,,,,,,,,,,,,
604,23550916,5,,,False,,,,,,,,,,,,,
605,23550916,6,product containing brinzolamide,brinzolamide,,1,,23,1,,,,,,CHEMICAL,,,
606,23550916,6,timolol product,timolol,,2,,31,2,,,,,,CHEMICAL,,,
607,23550916,6,brimonidine product,brimonidine,,3,,37,3,,,,,,CHEMICAL,,,
608,23550916,6,timolol product,timolol,,4,,43,4,,,,,,CHEMICAL,,,
609,23550916,6,travoprost product,travoprost,False,5,13.511434555053711,66,5,[],,,,,CHEMICAL,,,0.0
610,23550916,7,,,False,,,,,,,,,,,,,
611,23550916,8,travoprost product,travoprost,,1,,35,1,,,,,,CHEMICAL,,,
612,23550916,8,product containing brinzolamide,brinzolamide,,2,,51,2,,,,,,CHEMICAL,,,
613,23550916,8,timolol product,timolol,,3,,59,3,,,,,,CHEMICAL,,,
614,23550916,8,brimonidine product,brimonidine,,4,,65,4,,,,,,CHEMICAL,,,
615,23550916,8,timolol product,timolol,,5,,71,5,,,,,,CHEMICAL,,,
616,23550916,8,travoprost product,travoprost,False,6,7.021975517272949,79,6,[],,,,,CHEMICAL,,,0.0
617,23550916,9,,,False,,,,,,,,,,,,,
618,23550916,10,,,False,,,,,,,,,,,,,
619,23550916,11,,,False,,,,,,,,,,,,,
620,23550916,12,travoprost product,travoprost,False,1,14.335281372070312,9,1,[],,,,,CHEMICAL,,,0.0
621,23550916,13,travoprost product,travoprost,False,1,11.515110969543457,34,1,[],,,,,CHEMICAL,,,0.0
622,23550916,14,product containing brinzolamide,brinzolamide,,1,,0,1,,,,,,CHEMICAL,,,
623,23550916,14,timolol product,timolol,,2,,8,2,,,,,,CHEMICAL,,,
624,23550916,14,brimonidine product,brimonidine,,3,,47,3,,,,,,CHEMICAL,,,
625,23550916,14,timolol product,timolol,False,4,16.759292602539062,53,4,[],,,,,CHEMICAL,,,0.0
626,23550916,15,product containing brinzolamide,brinzolamide,,1,,16,1,,,,,,CHEMICAL,,,
627,23550916,15,timolol product,timolol,,2,,24,2,,,,,,CHEMICAL,,,
628,23550916,15,brimonidine product,brimonidine,,3,,37,3,,,,,,CHEMICAL,,,
629,23550916,15,timolol product,timolol,False,4,8.052783966064453,43,4,[],,,,,CHEMICAL,,,0.0
630,23550916,17,travoprost product,travoprost,False,1,3.440969944000244,26,1,[],,,,,CHEMICAL,,,0.0
631,23550916,18,product containing brinzolamide,brinzolamide,,1,,1,1,,,,,,CHEMICAL,,,
632,23550916,18,timolol product,timolol,False,2,4.0545268058776855,9,2,[],,,,,CHEMICAL,,,0.0
633,23550916,19,,,False,,,,,,,,,,,,,
634,27445072,0,,,False,,,,,,,,,,,,,
635,27445072,1,,,False,,,,,,,,,,,,,
636,27445072,3,product containing dorzolamide,dorzolamide,,1,,2,1,,,,,,CHEMICAL,,,
637,27445072,3,timolol product,timolol,,2,,9,2,,,,,,CHEMICAL,,,
638,27445072,3,product containing brinzolamide,brinzolamide,,3,,14,3,,,,,,CHEMICAL,,,
639,27445072,3,brimonidine product,brimonidine,False,4,23.945518493652344,22,4,[],,,,,CHEMICAL,,,0.0
640,27445072,4,,,False,,,,,,,,,,,,,
641,27445072,5,,,False,,,,,,,,,,,,,
642,27445072,6,,,False,,,,,,,,,,,,,
643,27445072,7,,,False,,,,,,,,,,,,,
644,27445072,8,product containing brinzolamide,brinzolamide,,1,,7,1,,,,,,CHEMICAL,,,
645,27445072,8,brimonidine product,brimonidine,,2,,15,2,,,,,,CHEMICAL,,,
646,27445072,8,product containing dorzolamide,dorzolamide,,3,,24,3,,,,,,CHEMICAL,,,
647,27445072,8,timolol product,timolol,False,4,13.905023574829102,31,4,[],,,,,CHEMICAL,,,0.0
648,27445072,9,product containing dorzolamide,dorzolamide,,1,,17,1,,,,,,CHEMICAL,,,
649,27445072,9,timolol product,timolol,,2,,24,2,,,,,,CHEMICAL,,,
650,27445072,9,product containing brinzolamide,brinzolamide,,3,,37,3,,,,,,CHEMICAL,,,
651,27445072,9,brimonidine product,brimonidine,True,4,10.666255950927734,45,4,[10],,,,,CHEMICAL,,,3.0
652,27445072,10,,,False,,,,,,,,,,,,,
653,27445072,11,,,False,,,,,,,,,,,,,
654,27445072,12,,,False,,,,,,,,,,,,,
